Fornitore;Articolo;OrAcq - Data Prevista Evasione;OrAcq - Data Effettiva Evasione;OrAcq - Numero Documento;Causale Documento;Pagamento Documento;Riga Evasa;OrAcq - Importo Generale 1;OrAcq - Importo Generale da evadere 1;OrAcq - Importo Generale Evaso 1
;TEC-43650-0215;12 gen 2022;19 gen 2022;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;536,88;0,00;536,88
;TEC-43650-0315;12 gen 2022;19 gen 2022;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;1.516,32;0,00;1.516,32
;TEC-04FMN-SMT-A-TF;12 gen 2022;19 gen 2022;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;11,59;0,00;11,59
;TEC-PESD5V0S4UD;04 apr 2022;22 mar 2022;422;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;31,60;0,00;31,60
;;11 apr 2022;22 mar 2022;168;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;25,05;0,00;25,05
;TEC-RF201L2STE25;13 dic 2021;17 dic 2021;2207;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;123,93;0,00;123,93
;TEC-BAT46WJF;30 mag 2022;Non definito;267;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;7,62;7,62;0,00
;TEC-RB751S40T1G;02 feb 2022;04 feb 2022;218;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;7,83;0,00;7,83
;TEC-B330A-13-F;06 dic 2021;02 dic 2021;1727;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;438,00;0,00;438,00
;;07 dic 2021;10 dic 2021;2046;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;15,25;0,00;15,25
;;03 feb 2022;08 feb 2022;2046;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;137,25;0,00;137,25
;;25 lug 2022;08 mar 2022;2046;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa parzialmente;201,30;170,80;30,50
;TEC-STPS1H100A;12 gen 2022;18 gen 2022;72;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;132,24;0,00;132,24
;TEC-PMEG3020ER;14 gen 2022;18 gen 2022;88;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;41,76;0,00;41,76
;;21 feb 2022;16 feb 2022;218;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;44,40;0,00;44,40
;;;;281;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;7,70;0,00;7,70
;TEC-ADF05STTR04;03 gen 2022;11 gen 2022;2207;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;751,94;0,00;751,94
;TEC-24AA02E48-I/SN;08 feb 2022;12 feb 2022;281;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;66,99;0,00;66,99
;TEC-ESDA6V1W5;14 gen 2022;18 gen 2022;88;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,28;0,00;2,28
;TEC-TLP291-4;11 apr 2022;Non definito;281;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;47,08;47,08;0,00
;TEC-1812L300;06 gen 2022;11 gen 2022;2207;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;303,32;0,00;303,32
;TEC-1191000;26 gen 2022;28 gen 2022;168;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,28;0,00;2,28
;;23 mar 2022;25 mar 2022;473;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,30;0,00;2,30
;TEC-MCP1253-33X50I/MS;03 dic 2021;04 ott 2021;1672;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;159,65;0,00;159,65
;TEC-SRN4018-4R7M;03 mar 2022;08 mar 2022;2131;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;49,50;0,00;49,50
;;03 giu 2022;Non definito;2131;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;75,68;75,68;0,00
;TEC-SRN8040-2R2Y;14 gen 2022;18 gen 2022;88;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;13,66;0,00;13,66
;TEC-ASMT-QRBD-AEFOE;19 ott 2021;25 ott 2021;1836;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;222,60;0,00;222,60
;TEC-KPT-2012SGC;04 feb 2022;08 feb 2022;267;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;15,00;0,00;15,00
;TEC-FIN3386MTDX;03 dic 2021;24 nov 2021;2046;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;1.952,90;0,00;1.952,90
;TEC-MP005746;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;1,05;0,00;1,05
;;06 gen 2022;11 gen 2022;2308;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;5,79;0,00;5,79
;TEC-IS61LV25616AL-10TL;23 ott 2021;19 ott 2021;1522;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;32,50;0,00;32,50
;TEC-BSZ160N10NS3G;31 gen 2022;08 feb 2022;72;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;296,07;0,00;296,07
;TEC-ZXM61N02F;03 dic 2021;10 dic 2021;2175;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;66,60;0,00;66,60
;;31 mar 2022;Non definito;88;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;53,28;0,00;0,00
;TEC-VN340SP-E;25 apr 2022;Non definito;277;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;23,28;23,28;0,00
;TEC-FUORI MAGAZZINO;06 set 2021;20 set 2021;1522;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;35,88;0,00;35,88
;;30 nov 2021;06 dic 2021;2164;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;3,95;0,00;3,95
;;10 gen 2022;15 dic 2021;2061;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;5,00;0,00;5,00
;;13 gen 2022;18 gen 2022;88;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;0,00;0,00;0,00
;;07 mar 2022;10 mar 2022;422;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;5,99;0,00;5,99
;;18 apr 2022;Non definito;168;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;181,50;181,50;0,00
;;10 gen 2023;Non definito;2061;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;5,00;5,00;0,00
;TEC-ASDMB-24.000MHZ-LC-T;03 feb 2023;Non definito;1629;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;869,84;869,84;0,00
;TEC-ACPL-847-30GE;25 gen 2022;28 gen 2022;2308;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;243,86;0,00;243,86
;;26 gen 2022;31 gen 2022;2308;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;58,91;0,00;58,91
;;;28 gen 2022;168;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;130,15;0,00;130,15
;TEC-PIC32MX150F128DT-I/P;10 gen 2022;Non definito;2207;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;2.183,10;0,00;0,00
;TEC-KEYSTONE-108;16 feb 2022;22 feb 2022;277;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;8,13;0,00;8,13
;TEC-MP003245;15 feb 2022;18 feb 2022;336;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;225,92;0,00;225,92
;;21 feb 2022;04 mar 2022;367;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;142,30;0,00;142,30
;TEC-ISR3SAD2;15 nov 2021;19 nov 2021;2027;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2.661,70;0,00;2.661,70
;TEC-NCP163ASN330T1G;29 mar 2022;Non definito;566;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;122,40;122,40;0,00
;TEC-40.52.7.024.0000;09 feb 2022;12 feb 2022;296;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;86,55;0,00;86,55
;TEC-OJE-SH-124DM;26 nov 2021;02 dic 2021;2153;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;131,66;0,00;131,66
;TEC-TQ2-5V;12 gen 2022;17 gen 2022;2175;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;125,08;0,00;125,08
;TEC-R1W4_3K3;21 feb 2022;04 mar 2022;367;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,05;0,00;2,05
;TEC-CAW54R70JLF;31 gen 2022;31 gen 2022;191;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;21,10;0,00;21,10
;;14 feb 2022;16 feb 2022;281;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;29,85;0,00;29,85
;TEC-SMM02040C1009FB300;18 nov 2021;24 nov 2021;2046;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;3,19;0,00;3,19
;TEC-SN74LV1T34DBVR;03 gen 2022;11 gen 2022;2234;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;60,95;0,00;60,95
;TEC-BYG10D-E3/TR;06 gen 2022;11 gen 2022;2207;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;24,10;0,00;24,10
;TEC-5-146280-3;14 gen 2022;18 gen 2022;88;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;45,64;0,00;45,64
;TEC-SM15T36AY;30 mag 2022;Non definito;277;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;19,80;19,80;0,00
FDProject DI FABIO LONGU;TEC-124-800;27 set 2021;08 ott 2021;1653;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;12,50;0,00;12,50
;;04 ott 2021;08 ott 2021;1709;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;30,00;0,00;30,00
;;14 gen 2022;07 feb 2022;2300;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;100,00;0,00;100,00
;TEC-LV_1057780-1_7,4;20 set 2021;30 set 2021;1596;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;238,15;0,00;238,15
;;20 ott 2021;10 nov 2021;1842;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;183,15;0,00;183,15
;;10 dic 2021;22 dic 2021;2159;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;128,70;0,00;128,70
;;04 mar 2022;10 mar 2022;407;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;141,35;0,00;141,35
;;18 mar 2022;14 mar 2022;415;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;161,15;0,00;161,15
;TEC-CNSGRP00027;10 ott 2021;30 set 2021;1492;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;21,00;0,00;21,00
;;26 ott 2021;10 nov 2021;1880;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;210,00;0,00;210,00
;;16 nov 2021;25 nov 2021;2033;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;997,50;0,00;997,50
;;17 dic 2021;22 dic 2021;2220;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;945,00;0,00;945,00
;;10 feb 2022;07 feb 2022;121;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.050,00;0,00;1.050,00
;TEC-CNSGRP00026;10 ott 2021;30 set 2021;1492;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;21,00;0,00;21,00
;;;;1563;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;10,50;0,00;10,50
;;17 dic 2021;22 dic 2021;2220;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;105,00;0,00;105,00
;;14 feb 2022;25 feb 2022;304;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;52,50;0,00;52,50
;;07 mar 2022;25 feb 2022;304;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;105,00;0,00;105,00
;;21 mar 2022;25 feb 2022;304;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;105,00;0,00;105,00
;;15 apr 2022;25 feb 2022;309;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;105,00;0,00;105,00
;TEC-PSTPRT00236;15 feb 2022;25 feb 2022;2078;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa parzialmente;183,30;7,80;175,50
;;15 mar 2022;10 mar 2022;2193;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;230,00;0,00;230,00
;;03 nov 2022;Non definito;51;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;216,20;216,20;0,00
;TEC-PSTPRT00234;15 feb 2022;25 feb 2022;2078;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;207,00;0,00;207,00
;;15 mar 2022;10 mar 2022;2193;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;230,00;0,00;230,00
;;03 nov 2022;Non definito;51;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;216,20;216,20;0,00
;TEC-PSTPRT00235;15 feb 2022;25 feb 2022;2078;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;207,00;0,00;207,00
;;15 mar 2022;10 mar 2022;2193;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;230,00;0,00;230,00
;;03 nov 2022;Non definito;51;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;216,20;216,20;0,00
;TEC-SCNUTRILAB-DI;11 feb 2022;25 feb 2022;273;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;750,00;0,00;750,00
FINELINE ITALY SRL;TEC-PCB-4 TASTI_V1.0;22 dic 2021;25 nov 2021;1819;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;2.790,72;0,00;2.790,72
;;05 mar 2022;25 feb 2022;1819;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;2.040,00;0,00;2.040,00
;;05 apr 2022;22 mar 2022;1819;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;2.040,00;0,00;2.040,00
;;05 giu 2022;22 mar 2022;1819;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa parzialmente;2.165,97;2.043,57;122,40
;;05 lug 2022;Non definito;1819;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;2.040,00;2.040,00;0,00
;;03 set 2022;Non definito;299;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;946,56;946,56;0,00
;;05 set 2022;Non definito;1819;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;816,00;816,00;0,00
;TEC-PCB-DISPLAY_V.1.1;07 dic 2021;24 nov 2021;1821;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;2.078,88;0,00;2.078,88
;;05 mar 2022;04 mar 2022;1821;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;3.510,09;0,00;3.510,09
;;05 mag 2022;Non definito;1821;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.752,25;1.752,25;0,00
;;02 giu 2022;Non definito;1821;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.635,72;1.635,72;0,00
;;05 lug 2022;Non definito;1821;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.589,28;1.589,28;0,00
;TEC-PCB-ELCS0091;04 mar 2022;15 mar 2022;49;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.131,90;0,00;1.131,90
;TEC-PCB_080-30006.2;11 gen 2022;Non definito;49;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Chiusa senza completa evasione;67,50;0,00;0,00
;;03 giu 2022;Non definito;468;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;138,00;138,00;0,00
;;03 lug 2022;Non definito;468;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;265,65;265,65;0,00
;TEC-PCB-BATTCHRG_0100;08 nov 2021;02 nov 2021;1734;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;232,00;0,00;232,00
;TEC-PCB-MAME V1.3;05 apr 2022;Non definito;1822;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;199,08;199,08;0,00
;;05 giu 2022;Non definito;1822;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;194,34;194,34;0,00
;TEC-PCB-080-30082_1.0;03 giu 2022;Non definito;467;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;391,50;391,50;0,00
;;03 lug 2022;Non definito;467;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.220,03;1.220,03;0,00
;;03 ago 2022;Non definito;467;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;348,00;348,00;0,00
;TEC-PCB-ATOM1.1;07 gen 2022;18 gen 2022;1820;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.623,24;0,00;1.623,24
;;15 mar 2022;14 mar 2022;1820;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.565,46;0,00;1.565,46
;;05 apr 2022;19 mar 2022;1820;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;2.702,16;0,00;2.702,16
;;06 giu 2022;19 mar 2022;1820;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa parzialmente;1.010,88;975,78;35,10
;;10 giu 2022;Non definito;1820;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;881,40;881,40;0,00
;TEC-PCB-CE000298;27 dic 2021;10 dic 2021;1995;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;244,80;0,00;244,80
;;03 mar 2022;21 feb 2022;1995;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;475,20;0,00;475,20
;TEC-PCB-MAME V1.2;05 gen 2022;18 gen 2022;1822;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.105,92;0,00;1.105,92
;;05 mar 2022;21 feb 2022;1822;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;985,92;0,00;985,92
;;05 mag 2022;22 mar 2022;1822;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa parzialmente;1.028,58;825,55;203,03
;;05 lug 2022;Non definito;1822;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;829,50;829,50;0,00
;TEC-PCB-MAS V1.0;05 mar 2022;25 feb 2022;1845;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.020,00;0,00;1.020,00
;;03 mag 2022;25 feb 2022;1845;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa parzialmente;5.967,00;5.946,60;20,40
;;03 lug 2022;Non definito;372;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.530,00;1.530,00;0,00
;;05 lug 2022;Non definito;372;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;765,00;765,00;0,00
;;03 set 2022;Non definito;372;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.530,00;1.530,00;0,00
;;03 nov 2022;Non definito;372;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.785,00;1.785,00;0,00
;TEC-PCB-I-TOUCH-L3;24 gen 2022;31 gen 2022;2277;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;270,00;0,00;270,00
;TEC-FUORI MAGAZZINO;24 nov 2021;22 nov 2021;1854;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;100,00;0,00;100,00
;;27 dic 2021;10 dic 2021;1995;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;100,00;0,00;100,00
;TEC-PCB-LVDS2TTL-1.0;09 dic 2021;11 gen 2022;2082;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;228,00;0,00;228,00
;;03 mar 2022;04 mar 2022;2082;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;175,00;0,00;175,00
;;03 giu 2022;Non definito;2082;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;175,00;175,00;0,00
;TEC-PCB-MMAX-Rev_2_0;24 nov 2021;22 nov 2021;1854;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;206,00;0,00;206,00
;TEC-PCB-SUPPLEDDISPL R.2;20 dic 2021;20 dic 2021;2083;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;106,00;0,00;106,00
;;03 gen 2022;11 gen 2022;2083;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;106,00;0,00;106,00
;;03 mar 2022;04 mar 2022;2083;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;105,75;0,00;105,75
;;05 mag 2022;Non definito;2083;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;94,00;94,00;0,00
;;05 lug 2022;Non definito;2083;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;70,50;70,50;0,00
FITTINGS s.r.l;TEC-301313040050;04 feb 2022;02 feb 2022;2080;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;27,72;0,00;27,72
;;03 mar 2022;08 mar 2022;2194;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;36,96;0,00;36,96
;TEC-HTSB-M4-15-07-2;05 nov 2021;08 nov 2021;1520;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;19,44;0,00;19,44
;TEC-HTSB-M3-15-05-2;10 gen 2022;25 gen 2022;2080;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;42,26;0,00;42,26
;TEC-FF050003100500;19 nov 2021;25 nov 2021;1755;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;57,12;0,00;57,12
;;01 apr 2022;08 mar 2022;2080;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;121,20;0,00;121,20
;TEC-FF060003100400;10 gen 2022;12 feb 2022;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;71,00;0,00;71,00
;;13 gen 2022;02 dic 2021;1882;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;71,83;0,00;71,83
;;03 apr 2022;Non definito;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;71,83;71,83;0,00
;TEC-RG-205;10 gen 2022;25 gen 2022;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;96,00;0,00;96,00
;TEC-RG-215;03 dic 2021;06 dic 2021;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;36,30;0,00;36,30
;;06 mar 2022;08 mar 2022;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;36,30;0,00;36,30
;TEC-RKCF-13-A5;11 mar 2022;16 mar 2022;2146;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;641,06;0,00;641,06
;;06 mag 2022;Non definito;2146;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;641,06;641,06;0,00
;;02 set 2022;Non definito;2146;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;641,06;641,06;0,00
;TEC-471369;03 dic 2021;06 dic 2021;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;37,08;0,00;37,08
;;10 gen 2022;02 feb 2022;2080;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;157,60;0,00;157,60
;;;25 gen 2022;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;37,08;0,00;37,08
;;05 mar 2022;08 mar 2022;2080;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;19,70;0,00;19,70
;;06 mar 2022;08 mar 2022;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;37,08;0,00;37,08
;;01 apr 2022;Non definito;2080;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;19,77;19,77;0,00
;TEC-9F42271;06 feb 2022;02 feb 2022;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;160,00;0,00;160,00
;;03 apr 2022;Non definito;1657;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;160,00;160,00;0,00
;TEC-MDLSP3-5-01;03 dic 2021;06 dic 2021;1810;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;780,00;0,00;780,00
;;03 giu 2022;Non definito;1810;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;780,00;780,00;0,00
;;01 lug 2022;Non definito;1810;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;780,00;780,00;0,00
;;04 nov 2022;08 nov 2021;1810;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;780,00;0,00;780,00
FR ELETTRONICA DI FRANCESCO RINDORI;TEC-AS_DISPHELIOS1.0v3.2;21 ott 2022;24 gen 2022;157;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;478,40;0,00;478,40
;TEC-AS_DISPHELIOS1.0v4.1;28 feb 2022;01 mar 2022;417;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;480,00;0,00;480,00
;TEC-EL813-01;21 gen 2022;28 gen 2022;158;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;300,00;0,00;300,00
;TEC-EL784-01;27 gen 2022;02 feb 2022;197;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;432,00;0,00;432,00
;;01 feb 2022;02 feb 2022;249;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;18,00;0,00;18,00
;TEC-EL851-01;22 feb 2022;04 mar 2022;402;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;347,90;0,00;347,90
;TEC-FUORI MAGAZZINO;19 gen 2022;Non definito;148;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;0,50;0,00;0,00
;;21 gen 2022;24 gen 2022;167;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;116,84;0,00;116,84
;;;Non definito;167;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;480,00;0,00;0,00
;TEC-SLPALM_BELUGA_SM31.2;22 feb 2022;10 mar 2022;400;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;147,00;0,00;147,00
;;14 mar 2022;19 mar 2022;460;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;588,00;0,00;588,00
;;08 apr 2022;Non definito;542;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;588,00;588,00;0,00
;TEC-SLPALM_BELUGA_OTL1.2;22 feb 2022;25 feb 2022;400;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;147,00;0,00;147,00
;;08 apr 2022;Non definito;542;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;147,00;147,00;0,00
G.M. ELETTRONICA SRL;TEC-AS_MVTRISENS0109M12;15 ott 2021;13 ott 2021;1724;Ordine a Fornitore;Rimessa diretta a vista;Evasa;460,00;0,00;460,00
