Fornitore;Articolo;OrAcq - Data Prevista Evasione;OrAcq - Data Effettiva Evasione;OrAcq - Numero Documento;Causale Documento;Pagamento Documento;Riga Evasa;OrAcq - Importo Generale 1;OrAcq - Importo Generale da evadere 1;OrAcq - Importo Generale Evaso 1
;TEC-080-30033-00_02;14 feb 2022;25 feb 2022;194;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;1.050,00;0,00;1.050,00
;TEC-080-30047-00.02;14 feb 2022;16 feb 2022;194;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;2.100,00;0,00;2.100,00
EL BAG SIMP S.R.L;TEC-MR3 TK GR;25 mar 2022;16 mar 2022;388;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;1.716,00;0,00;1.716,00
EL.EN. S.p.A. ELECTRONIC ENGINEERING;TEC-021500018;14 feb 2022;Non definito;170;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Chiusa senza completa evasione;198,80;0,00;0,00
;TEC-060791300;07 ott 2021;13 ott 2021;1721;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;120,00;0,00;120,00
;;14 gen 2022;04 mar 2022;19;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;360,00;0,00;360,00
EL.ITALIA SRL;TEC-200JS-003TV;03 feb 2022;Non definito;1565;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Chiusa senza completa evasione;29,20;0,00;0,00
;;21 apr 2022;Non definito;247;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;43,20;43,20;0,00
;TEC-200JS-004TV;28 gen 2022;02 feb 2022;1752;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;55,00;0,00;55,00
;;02 mar 2022;16 mar 2022;52;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;55,00;0,00;55,00
;TEC-SK437 35 STC;03 dic 2021;02 dic 2021;1878;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;210,00;0,00;210,00
;TEC-GB46 1000 AL;19 mag 2022;Non definito;361;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;425,48;425,48;0,00
ELAP SRL;TEC-30JHK-ZT-30R 3G;03 feb 2022;16 feb 2022;2302;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;349,00;0,00;349,00
;;03 giu 2022;Non definito;2302;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;698,00;698,00;0,00
;;03 lug 2022;Non definito;2302;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;698,00;698,00;0,00
ELCART DISTRIBUTION SPA;TEC-5/6600;05 ott 2021;04 ott 2021;1568;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,18;0,00;2,18
;TEC-CNB01240-R;03 mar 2022;04 mar 2022;395;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;445,56;0,00;445,56
;TEC-04/03140-00;11 feb 2022;18 feb 2022;318;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,82;0,00;2,82
;TEC-4/11664;03 lug 2022;18 feb 2022;2143;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;68,40;0,00;68,40
;TEC-RT314012;03 mar 2022;04 mar 2022;395;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;660,00;0,00;660,00
;TEC-RT334012;03 giu 2022;Non definito;1807;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;1.185,00;1.185,00;0,00
;;03 dic 2022;Non definito;1807;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;1.777,50;1.777,50;0,00
ELCIS ENCODER SRL;TEC-WE60-100-5-B-N-MS;11 feb 2022;07 feb 2022;2303;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;180,00;0,00;180,00
;;10 giu 2022;Non definito;2303;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;360,00;360,00;0,00
;;15 lug 2022;Non definito;2303;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;360,00;360,00;0,00
ELECTRONIC MARKET PADOVA SRL;TEC-840-8404-2-18-E-C-NS;18 gen 2022;21 gen 2022;2184;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;199,50;0,00;199,50
;;08 mar 2022;10 mar 2022;237;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;199,50;0,00;199,50
ELEKTROZUBEHOR S.p.A;TEC-1546.12.06;17 set 2021;23 set 2021;1550;Ordine a Fornitore;Bonifico Anticipato;Evasa;31,53;0,00;31,53
;;03 dic 2021;07 dic 2021;2129;Ordine a Fornitore;Bonifico Anticipato;Evasa;31,54;0,00;31,54
;;17 gen 2022;19 gen 2022;2281;Ordine a Fornitore;Bonifico Anticipato;Evasa;65,92;0,00;65,92
ELSAP SPA;TEC-SV 50;26 feb 2022;10 mar 2022;381;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;23,50;0,00;23,50
;TEC-KFV120;12 gen 2022;12 gen 2022;21;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;297,50;0,00;297,50
;TEC-KV30;22 ott 2021;25 ott 2021;1738;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;127,50;0,00;127,50
;;26 feb 2022;10 mar 2022;171;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;137,50;0,00;137,50
;TEC-KFV60;07 feb 2022;25 gen 2022;21;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;205,00;0,00;205,00
;;15 feb 2022;16 feb 2022;221;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;143,50;0,00;143,50
;;24 apr 2022;Non definito;221;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;369,00;369,00;0,00
;TEC-SFV30;07 lug 2022;Non definito;1912;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;567,00;567,00;0,00
;TEC-BTO 1 V BLACK;03 mar 2022;25 feb 2022;1861;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;288,00;0,00;288,00
;;13 ott 2022;Non definito;2124;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;288,00;288,00;0,00
Emerson Automation Fluid Control & Pneumatics Italy Srl.;TEC-L127V06-ZA30A;06 ott 2021;12 ott 2021;1502;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;892,50;0,00;892,50
;;06 dic 2021;12 gen 2022;2054;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;624,80;0,00;624,80
;;10 dic 2021;25 nov 2021;1911;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.562,00;0,00;1.562,00
;;04 gen 2022;12 gen 2022;1951;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.874,40;0,00;1.874,40
;;17 gen 2022;19 gen 2022;2054;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;624,80;0,00;624,80
;;28 feb 2022;04 mar 2022;2054;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;624,80;0,00;624,80
;;07 mar 2022;24 mar 2022;2054;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;624,80;0,00;624,80
;TEC-FUORI MAGAZZINO;06 ott 2021;12 ott 2021;1502;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;14,00;0,00;14,00
ErreBi Cablaggi s.r.l.;TEC-EL941-01;16 feb 2022;25 feb 2022;34;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;94,00;0,00;94,00
;TEC-EL916-01;03 mar 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;123,97;0,00;123,97
;;;25 feb 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;30,80;0,00;30,80
;;03 apr 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;40,04;0,00;40,04
;;03 mag 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa parzialmente;40,04;7,70;32,34
;;03 giu 2022;Non definito;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;40,04;40,04;0,00
;TEC-EL917-01;03 mar 2022;25 feb 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;58,50;0,00;58,50
;;04 mar 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;240,50;0,00;240,50
;;;25 feb 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;92,50;0,00;92,50
;;03 apr 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;101,40;0,00;101,40
;;03 mag 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;101,40;0,00;101,40
;;03 giu 2022;04 mar 2022;250;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa parzialmente;101,40;44,85;56,55
;TEC-SL919-01;14 feb 2022;25 feb 2022;113;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;12,65;0,00;12,65
;;04 mar 2022;04 mar 2022;139;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;143,75;0,00;143,75
;;;;215;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;120,75;0,00;120,75
;;03 apr 2022;Non definito;215;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;120,75;120,75;0,00
;TEC-SL918-01;16 feb 2022;25 feb 2022;34;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;105,00;0,00;105,00
;;13 apr 2022;Non definito;432;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;215,25;215,25;0,00
;TEC-SL940-01;04 mar 2022;04 mar 2022;139;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;157,56;0,00;157,56
ESSENTRA COMPONENTS SRL;TEC-MNI-08-04;25 ott 2021;27 ott 2021;1877;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;97,42;0,00;97,42
;;01 apr 2022;Non definito;482;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;194,84;194,84;0,00
;;06 apr 2022;29 mar 2022;1968;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa parzialmente;194,84;97,42;97,42
;;;Non definito;2077;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;389,68;389,68;0,00
;TEC-V1009;14 giu 2022;Non definito;251;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;403,68;403,68;0,00
;TEC-VM-1030;08 feb 2022;08 feb 2022;2299;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;807,90;0,00;807,90
;TEC-301313040050;01 set 2022;Non definito;183;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;38,70;38,70;0,00
;TEC-304305040050;02 mar 2022;04 mar 2022;2192;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;16,90;0,00;16,90
;TEC-RRSN-3260-04;11 nov 2021;16 nov 2021;1990;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;61,60;0,00;61,60
;TEC-HTSN-M3-12-6-1;18 feb 2022;22 feb 2022;357;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;166,66;0,00;166,66
;TEC-HTSN-M3-20-6-2;23 feb 2022;22 feb 2022;293;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;182,79;0,00;182,79
;;28 apr 2022;Non definito;251;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;212,55;212,55;0,00
;;03 mag 2022;Non definito;394;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;212,55;212,55;0,00
;TEC-RG-205;01 apr 2022;Non definito;2081;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;33,42;33,42;0,00
;TEC-RKWRA-16-BK;21 feb 2022;21 feb 2022;286;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;89,88;0,00;89,88
;TEC-FUORI MAGAZZINO;15 nov 2021;18 nov 2021;2018;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;52,05;0,00;52,05
;;18 feb 2022;22 feb 2022;357;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;19,00;0,00;19,00
;;;Non definito;357;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Chiusa senza completa evasione;166,66;0,00;0,00
;;23 feb 2022;22 feb 2022;293;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;22,50;0,00;22,50
;TEC-FF-004B;04 ott 2021;07 ott 2021;1583;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;49,26;0,00;49,26
;;22 feb 2022;25 feb 2022;363;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;98,53;0,00;98,53
;TEC-USR-1131;04 nov 2021;08 nov 2021;1518;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;143,54;0,00;143,54
;;01 lug 2022;Non definito;1892;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;143,54;143,54;0,00
;TEC-MSPM-03-01;05 nov 2021;16 nov 2021;1753;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;276,00;0,00;276,00
;TEC-MSCBSM-M3-02-01;26 apr 2022;Non definito;251;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;66,77;66,77;0,00
;TEC-LEDS2M-140-01;26 mag 2022;Non definito;532;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;57,15;57,15;0,00
;TEC-LEDS2M-200-01;08 feb 2022;09 feb 2022;2192;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;214,24;0,00;214,24
;;02 mar 2022;04 mar 2022;251;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;458,48;0,00;458,48
EURO 92 ELETTRORAPPRESENTANZE;TEC-TYB23M;22 ott 2021;27 ott 2021;1744;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;120,00;0,00;120,00
EUROCIRCUITS N.V.;TEC-PCB-DISPLAY 1E1;11 feb 2022;16 feb 2022;317;Ordine a Fornitore;Addebito su carta di credito;Evasa;496,74;0,00;496,74
;;17 mar 2022;25 mar 2022;493;Ordine a Fornitore;Addebito su carta di credito;Evasa;759,36;0,00;759,36
;TEC-PCB-M11-B01;03 feb 2022;12 feb 2022;264;Ordine a Fornitore;Addebito su carta di credito;Evasa;397,59;0,00;397,59
;TEC-PCB-20005030;11 feb 2022;12 feb 2022;319;Ordine a Fornitore;Addebito su carta di credito;Evasa;140,88;0,00;140,88
;TEC-PCB-LED_NEFELOM_1.5;28 mar 2022;Non definito;547;Ordine a Fornitore;Addebito su carta di credito;Aperta;178,25;178,25;0,00
;TEC-PCB-LM3914_ADPT;24 set 2021;30 set 2021;1626;Ordine a Fornitore;Addebito su carta di credito;Evasa;0,00;0,00;0,00
;TEC-FUORI MAGAZZINO;03 feb 2022;12 feb 2022;264;Ordine a Fornitore;Addebito su carta di credito;Evasa;5,37;0,00;5,37
;;11 feb 2022;16 feb 2022;317;Ordine a Fornitore;Addebito su carta di credito;Evasa;7,07;0,00;7,07
;;;12 feb 2022;319;Ordine a Fornitore;Addebito su carta di credito;Evasa;3,68;0,00;3,68
;;28 feb 2022;05 mar 2022;412;Ordine a Fornitore;Addebito su carta di credito;Evasa;77,28;0,00;77,28
;;17 mar 2022;24 mar 2022;493;Ordine a Fornitore;Addebito su carta di credito;Evasa;11,07;0,00;11,07
;;28 mar 2022;Non definito;547;Ordine a Fornitore;Addebito su carta di credito;Aperta;3,68;3,68;0,00
;TEC-SPESE ACCESSORIE N.;30 mar 2022;Non definito;564;ORDINE CAMPIONATURA;Addebito su carta di credito;Aperta;54,06;54,06;0,00
;TEC-PCB-083-00005;01 dic 2021;07 dic 2021;2166;Ordine a Fornitore;Addebito su carta di credito;Evasa;253,47;0,00;253,47
;TEC-PCB-CITOREG_V1.0;06 set 2021;13 set 2021;1498;Ordine a Fornitore;Addebito su carta di credito;Evasa;64,48;0,00;64,48
Exteryo LAB Srl;TEC-715803500 rev.C;10 dic 2021;04 mar 2022;2026;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.900,00;0,00;1.900,00
;TEC-FUORI MAGAZZINO;06 set 2021;10 nov 2021;1523;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;80,00;0,00;80,00
;;10 dic 2021;22 dic 2021;2026;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;170,00;0,00;170,00
;TEC-T10041-1 Rev1;06 set 2021;10 nov 2021;1523;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.299,90;0,00;1.299,90
;TEC-T10042-3 Rev2;28 gen 2022;16 feb 2022;159;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;438,15;0,00;438,15
;TEC-APDU_SWITCH_PS-;04 apr 2022;Non definito;550;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;600,00;600,00;0,00
;TEC-CA1901_1.1;30 set 2021;19 ott 2021;1544;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.600,00;0,00;1.600,00
;TEC-CA1902_1.0;30 set 2021;19 ott 2021;1481;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.360,00;0,00;1.360,00
;TEC-RFGEN_con.driver V10;04 apr 2022;Non definito;550;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;0,00;0,00;0,00
;TEC-TATO COOLINGSYS V2-;14 set 2021;02 dic 2021;1573;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;0,00;0,00;0,00
;TEC-715803500 rev.C TOP;10 dic 2021;22 dic 2021;2026;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;0,00;0,00;0,00
F.E. Service di Luca Daldi;TEC-EL175-05;08 mar 2022;29 mar 2022;466;Ordine a Fornitore;Non Disponibile;Evasa;400,00;0,00;400,00
;;22 mar 2022;Non definito;540;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;400,00;400,00;0,00
F.LLI CAPPUGI  SNC;TEC-DUMMY_MEC_FIX_1.1;03 dic 2021;10 dic 2021;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;885,60;0,00;885,60
;;10 gen 2022;12 gen 2022;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;864,00;0,00;864,00
;;03 feb 2022;04 feb 2022;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;444,96;0,00;444,96
;;03 mar 2022;14 mar 2022;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;444,96;0,00;444,96
;;03 apr 2022;Non definito;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;432,00;432,00;0,00
;TEC-DUMMY_MEC_MOB_1.1;03 dic 2021;10 dic 2021;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;902,00;0,00;902,00
;;10 gen 2022;12 gen 2022;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;880,00;0,00;880,00
;;03 feb 2022;04 feb 2022;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;453,20;0,00;453,20
;;03 mar 2022;14 mar 2022;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;453,20;0,00;453,20
;;03 apr 2022;Non definito;1651;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;440,00;440,00;0,00
F.P.A. SNC;TEC-VL2020-1HF;03 apr 2022;Non definito;1708;Ordine a Fornitore;Rimessa Dir 60gg df fm+10gg;Aperta;182,40;182,40;0,00
FARNELL ITALIA s.r.l.;TEC-TLP291;05 feb 2022;12 feb 2022;277;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;8,88;0,00;8,88
;;28 mar 2022;Non definito;422;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;3,13;3,13;0,00
;TEC-DESD3V3S1BL;14 gen 2022;19 gen 2022;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;35,43;0,00;35,43
;TEC-CR-2354/GUN;16 mag 2022;Non definito;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;29,44;29,44;0,00
;TEC-CES100uF16V-8x6.2;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;3,38;0,00;3,38
;TEC-CES100uF50V-8x10F;07 mar 2022;10 mar 2022;422;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;165,30;0,00;165,30
;TEC-865 060 653 010;18 mar 2022;Non definito;130;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;65,66;0,00;0,00
;TEC-LM317DCYR;31 dic 2022;Non definito;1609;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;48,99;0,00;0,00
;TEC-LM317EMP;02 feb 2022;04 feb 2022;218;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;273,75;0,00;273,75
;TEC-MC78M05BDTRKG;23 mar 2022;25 mar 2022;473;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;837,00;0,00;837,00
;TEC-MAX3232CUE+T;06 gen 2022;11 gen 2022;16;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;218,40;0,00;218,40
;;10 gen 2022;11 gen 2022;2241;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;171,36;0,00;171,36
;;;15 dic 2021;2061;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;704,00;0,00;704,00
;TEC-MCP1316MT-29LE/OT;06 gen 2022;11 gen 2022;16;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;86,52;0,00;86,52
;;;;2061;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;54,81;0,00;54,81
;TEC-D45ZK15-K;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;8,50;0,00;8,50
;TEC-L17DTZK15K-FMT;31 gen 2022;31 gen 2022;191;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;526,90;0,00;526,90
;TEC-D45ZK25-K;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;9,56;0,00;9,56
;TEC-KM405;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;29,68;0,00;29,68
;TEC-2841/7;13 dic 2021;17 dic 2021;2207;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;75,56;0,00;75,56
;TEC-ICL3232IVZ-T;03 gen 2022;11 gen 2022;2234;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;574,05;0,00;574,05
;TEC-MCP1810T-18I/J8A;03 dic 2021;08 ott 2021;1672;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;45,59;0,00;45,59
;TEC-MCP3423-E/UN;06 gen 2022;11 gen 2022;16;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;189,70;0,00;189,70
;;10 gen 2022;11 gen 2022;2241;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;138,21;0,00;138,21
;TEC-MIC5233-5.0YM5-TR;20 giu 2022;Non definito;16;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;188,32;188,32;0,00
;TEC-LM2576S-5.0;25 nov 2021;06 dic 2021;2131;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;159,00;0,00;159,00
;TEC-NE556D;03 dic 2021;10 dic 2021;2175;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;175,28;0,00;175,28
;TEC-LM393DT;13 mar 2022;05 mar 2022;218;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;56,79;0,00;56,79
;TEC-ST202BTR;06 set 2021;20 set 2021;1522;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;12,80;0,00;12,80
;TEC-FT232RL;21 feb 2022;Non definito;24;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;402,81;0,00;0,00
;;10 gen 2023;Non definito;2061;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;440,00;440,00;0,00
;TEC-C0805X475J4RACAUTO;21 set 2021;27 set 2021;1609;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;423,80;0,00;423,15
;TEC-C0603C105K4PACTU;10 feb 2022;Non definito;1727;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;6,62;0,00;0,00
;TEC-CC4.7UF-50V-0805-X5R;12 gen 2022;19 gen 2022;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;55,20;0,00;55,20
;TEC-CE470UF25VVER;25 gen 2022;25 gen 2022;130;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;37,92;0,00;37,92
;;08 feb 2022;12 feb 2022;277;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;65,20;0,00;65,20
;TEC-CT220UF16VD;30 nov 2021;06 dic 2021;2164;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;83,22;0,00;83,22
;TEC-1612901-1;04 feb 2022;08 feb 2022;267;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;73,20;0,00;73,20
;TEC-43045-0618;18 nov 2021;24 nov 2021;2046;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;13,10;0,00;13,10
;TEC-B5B-PH-K-S(LF)(SN);14 gen 2022;19 gen 2022;39;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;37,40;0,00;37,40
;TEC-09-50-8061;06 gen 2022;11 gen 2022;16;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;131,73;0,00;131,73
;TEC-BL 5.08/2 -171632000;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;3,24;0,00;3,24
;;15 nov 2021;23 nov 2021;2027;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,16;0,00;2,16
;;11 feb 2022;16 feb 2022;320;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;161,00;0,00;161,00
;TEC-BL 5.08/3 -171633000;04 nov 2021;16 nov 2021;1939;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;3,12;0,00;3,12
;;11 feb 2022;16 feb 2022;320;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;70,00;0,00;70,00
;TEC-09562005604;17 nov 2021;19 nov 2021;2040;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;248,40;0,00;248,40
;TEC-T821108A1R100CEU;06 gen 2022;11 gen 2022;2308;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;19,80;0,00;19,80
